,lon,lat,BestGW,SF,NumberOfSensors,NumGWs
0,49.81608239933839,9.963393299984267,96,10,1,2
1,49.82200599932769,9.9402933999844,1,7,1,4
2,49.81407999932759,9.939633099984418,1,7,1,3
3,49.775813599332544,9.949010499984388,39,10,1,1
4,49.791381599318896,9.916864799984625,68,9,1,2
5,49.793088999329875,9.94386099998442,39,7,1,1
6,49.812094599345535,9.977387799984196,96,7,1,2
7,49.81179079934537,9.977066999984194,96,7,1,2
8,49.78124819934406,9.97324479998425,39,12,1,1
9,49.78124809934414,9.973391999984242,39,12,1,1
10,49.78124829934405,9.973212799984251,39,12,1,1
11,49.78124929934384,9.972785699984245,39,12,1,1
12,49.78122949934416,9.973435199984257,39,12,1,1
13,49.78124809934411,9.973314199984236,39,12,1,1
14,49.78124899934391,9.97291689998425,39,12,1,1
15,49.78122629934387,9.972860299984244,39,12,1,1
16,49.78124919934385,9.97282219998425,39,12,1,1
17,49.78122869934398,9.973051699984254,39,12,1,1
18,49.7812299993441,9.97332109998424,39,12,1,1
19,49.78123039934406,9.97323069998425,39,12,1,1
20,49.78124819934409,9.973280299984252,39,12,1,1
21,49.78124879934394,9.973003899984239,39,12,1,1
22,49.78124859934398,9.973077999984248,39,12,1,1
23,49.781227499343935,9.97298269998426,39,12,1,1
24,49.781230699344036,9.973169999984256,39,12,1,1
25,49.78124909934388,9.97286599998425,39,12,1,1
26,49.7812265993439,9.972933299984254,39,12,1,1
27,49.78124839934403,9.973178399984253,39,12,1,1
28,49.78122979934412,9.973369399984245,39,12,1,1
29,49.77954259932781,9.938435199984461,39,8,1,1
30,49.76189639933865,9.961473399984332,472,10,1,2
31,49.79284989932644,9.93582719998448,39,7,1,1
32,49.791544299339876,9.96532379998428,39,11,1,1
33,49.761565199330875,9.944548599984426,472,10,1,2
34,49.779567399327895,9.938595699984473,39,7,1,1
35,49.788722899328675,9.940904799984441,39,7,1,1
36,49.78865699932869,9.940890199984423,39,7,1,1
37,49.788693899328976,9.94157829998442,39,7,1,1
38,49.78911449932898,9.941614699984425,39,7,1,1
39,49.788134599328686,9.940874699984427,39,7,1,1
40,49.78827389932869,9.940909699984438,39,7,1,1
41,49.78597309932823,9.939704799984455,39,7,1,1
42,49.791289399330616,9.945480499984399,39,7,1,1
43,49.79248239933188,9.948384199984387,39,7,1,1
44,49.79255389933184,9.948244199984392,39,7,1,1
45,49.79262329933129,9.947035899984382,39,7,1,1
46,49.7925811993312,9.946853599984381,39,7,1,1
47,49.79293969933106,9.946520599984387,39,7,1,1
48,49.79307839933106,9.94653629998438,39,7,1,1
49,49.79280009933168,9.947899699984392,39,7,1,1
50,49.79292099933173,9.947999299984389,39,7,1,1
51,49.80728999932903,9.942591899984418,1,10,1,2
52,49.78632829934555,9.976314999984224,39,12,1,1
53,49.808604799323845,9.930404499984506,1,10,1,3
54,49.799630599331145,9.947053599984383,39,9,1,1
55,49.78570509933062,9.945187899984402,39,7,1,1
56,49.751551499347464,9.978536399984243,472,12,1,2
57,49.751488099347505,9.978587899984257,472,12,1,2
58,49.751424799347525,9.978639499984242,472,12,1,2
59,49.773389499327784,9.938050399984462,39,10,1,1
60,49.779311399341935,9.968944899984269,39,12,1,1
61,49.78545599934531,9.975845699984234,39,12,1,1
62,49.79390579932446,9.931139099984495,39,7,1,1
63,49.78311009932469,9.931121299984522,39,7,1,1
64,49.78309699932465,9.931032099984504,39,7,1,1
65,49.787999899324376,9.93064419998452,39,7,1,1
66,49.81050939935299,9.991123399984142,96,7,1,2
67,49.788684599347704,9.980525099984202,96,12,1,2
68,49.80190759931587,9.909308599984676,68,7,1,2
69,49.766169048623986,9.93174567801787,472,12,1,2
70,49.76595775911064,9.931473367255968,472,12,1,2
71,49.76623837428157,9.932111417118264,472,12,1,2
72,49.76542555667545,9.932884711140396,472,12,1,2
73,49.765040903178104,9.933452834021184,472,12,1,2
74,49.76475605774008,9.932827171072038,472,12,1,2
75,49.764549613147196,9.932105499767271,472,12,1,2
76,49.764844385078256,9.932462181595355,472,12,1,2
77,49.78028608937499,9.971267475189793,39,12,1,1
78,49.77970576765381,9.970889839744213,39,12,1,1
79,49.78975620802591,9.920792783127593,39,10,1,1
80,49.789621441193695,9.919012419754575,68,10,1,2
81,49.78968610563703,9.91787668514554,68,10,1,2
82,49.81550409211033,9.98032803836351,96,7,1,2
83,49.81500231120121,9.98140473265682,96,7,1,2
84,49.81634449408194,9.980986956702397,96,7,1,2
85,49.81676441938043,9.981195785499715,96,7,1,2
86,49.815937949423244,9.980894550211623,96,7,1,2
87,49.81638266311077,9.982831026182748,96,7,1,2
88,49.81702501164409,9.982963135056353,96,7,1,2
89,49.81105373666792,9.976594883118267,96,7,1,2
90,49.811414924232686,9.976075538401922,96,7,1,2
91,49.81231065838829,9.976979421710054,96,7,1,2
92,49.76580418125884,9.931280330654577,472,12,1,2
93,49.76590633952822,9.932411079787277,472,12,1,2
94,49.764146229890265,9.931973704554904,472,12,1,2
95,49.81286489628709,9.977757658514511,96,7,1,2
96,49.81034780744411,9.984549919008387,96,7,1,2
97,49.78960326299426,9.935713898565893,39,7,1,1
98,49.823263755344556,9.960518438044161,1,10,1,3
99,49.78819359771994,9.935258071837556,39,7,1,1
100,49.785801323267165,9.93390039096716,39,7,1,1
101,49.78225441219151,9.971747881060136,39,12,1,1
102,49.78119474433464,9.973312328882084,39,12,1,1
103,49.78150985267996,9.971878003079933,39,12,1,1
104,49.78188086211418,9.972475308437044,39,12,1,1
105,49.78286867661574,9.971907751945846,39,12,1,1
106,49.78185373165231,9.974881550425728,39,12,1,1
107,49.7562242686879,9.943447934030551,472,8,1,2
108,49.78424494512908,9.965898621850707,39,12,1,1
109,49.782469895178046,9.970140692054843,39,12,1,1
110,49.809002027547315,9.992073073443809,96,7,1,2
111,49.81707697075663,9.983560366170565,96,7,1,2
112,49.793407525271036,9.932400970049018,39,7,1,1
113,49.79446095941051,9.908663809343842,68,7,1,2
114,49.796934754650074,9.94644381433128,39,8,1,1
115,49.796366047015816,9.94894344408941,39,8,1,1
116,49.797005181553565,9.931402943047633,39,9,1,1
117,49.79375146409686,9.934783974082809,39,7,1,1
118,49.796772934981924,9.990978804942273,96,10,1,2
119,49.8019883106837,9.9719522138779,96,9,1,2
120,49.802033230330494,9.973524815362145,96,9,1,2
121,49.80210209913985,9.973948550049506,96,9,1,2
122,49.7949890829041,9.939414422045093,39,7,1,1
123,49.823376099356516,9.97259280000615,96,10,1,2
124,49.80078037906877,9.939392053207555,39,10,1,1
125,49.78008949828998,9.971303473684285,39,12,1,1
126,49.7950634638601,9.930032040388152,39,8,1,1
127,49.80062776516654,9.969417592957553,96,10,1,2
128,49.800304705620334,9.968259787933494,96,10,1,2
129,49.80027691586374,9.966990928849288,96,10,1,2
130,49.80091849152843,9.966426336214152,96,10,1,2
131,49.80120170396735,9.966992358895117,96,10,1,2
132,49.800860036775624,9.967317018125566,96,10,1,2
133,49.80102772174941,9.968244814454453,96,10,1,2
134,49.801538381173565,9.968264145705787,96,10,1,2
135,49.80130319547696,9.967926547426623,96,10,1,2
136,49.801165790736974,9.969543555833319,96,10,1,2
137,49.801396370046355,9.969903968659978,96,10,1,2
138,49.80170422416325,9.969490140506737,96,10,1,2
139,49.80179679322094,9.968826350677684,96,10,1,2
140,49.80220607134454,9.968750331095473,96,10,1,2
141,49.80212428893087,9.969536455321478,96,10,1,2
142,49.8023929554452,9.969116100897862,96,10,1,2
143,49.802827674087126,9.947578293224936,39,11,1,1
144,49.80977718211495,9.957650568108933,1,12,1,3
145,49.81321105829081,9.960333106952548,1,11,1,3
146,49.80756978270212,9.953163590836127,1,12,1,3
147,49.80465599365108,9.959272195190247,96,12,1,2
148,49.79776569830064,9.944672923559233,39,8,1,1
149,49.798201424248425,9.945311818595924,39,8,1,1
150,49.79818017315734,9.944583562097746,39,8,1,1
151,49.79906886768743,9.944673290718496,39,9,1,1
152,49.7985007458925,9.944214903752846,39,9,1,1
153,49.79808853052605,9.949748109491626,39,9,1,1
154,49.798277267383014,9.950530318591685,39,9,1,1
155,49.79788752720512,9.950835259290127,39,9,1,1
156,49.798644216954976,9.945312698734993,39,9,1,1
157,49.79907392745929,9.943964556334857,39,9,1,1
158,49.81328995687288,9.880083165172813,68,12,1,2
159,49.80677820136076,9.980157483562833,96,7,1,2
160,49.79735014601497,9.97854687573262,96,10,1,2
161,49.76547736496998,9.9447730906261,472,12,1,2
162,49.79683219704123,9.941815463818578,39,7,1,1
163,49.766310239921154,9.93150189708677,472,12,1,2
164,49.82052424808383,9.963829145453348,1,11,1,3
165,49.78719648157936,9.933201680349072,39,7,1,1
166,49.79567760254518,9.937779631279051,39,7,1,1
167,49.79937246220989,9.952090342742588,39,10,1,1
168,49.79861199498062,9.949120514766896,39,9,1,1
169,49.79794730212309,9.949142495993517,39,9,1,1
170,49.745084999292956,9.938372899977175,472,9,1,2
171,49.769773049326396,9.933036599985828,39,12,1,1
172,49.82646577583081,9.921201491041495,1,10,1,3
173,49.82227339868913,9.983514225420864,96,9,1,2
174,49.802557520576435,9.957334745408112,39,12,1,1
175,49.80239091929847,9.957330673438479,39,12,1,1
176,49.80291044946628,9.95831058991053,96,12,1,2
177,49.8026508396715,9.958030518435642,39,12,1,1
178,49.80311655639038,9.957341805374114,39,12,1,1
179,49.8023042567628,9.958550627880152,39,12,1,1
180,49.80198713753415,9.958466371020513,39,12,1,1
181,49.802561849301874,9.95861904989578,39,12,1,1
182,49.802823021469436,9.958710211230768,96,12,1,2
183,49.80371051595762,9.957838001237127,96,12,1,2
184,49.80398508630611,9.958332977033967,96,12,1,2
185,49.80172000815546,9.956977626209435,39,12,1,1
186,49.80048914980833,9.953042100281577,39,10,1,1
187,49.80070292453162,9.953356493642117,39,10,1,1
188,49.80061152446634,9.95338356917625,39,10,1,1
189,49.800826984337725,9.953796304639623,39,10,1,1
190,49.80046020636495,9.954587981941259,39,10,1,1
191,49.80026518090325,9.954932689033893,39,10,1,1
192,49.80022174947941,9.955265350046323,39,11,1,1
193,49.80018395230518,9.95565719420044,39,11,1,1
194,49.800362026270946,9.956132677347886,39,11,1,1
195,49.8005157103101,9.956978435728537,39,11,1,1
196,49.800018314711366,9.957665456969192,39,11,1,1
197,49.80085984095335,9.958398374607759,39,12,1,1
198,49.800864549338975,9.959048750008042,39,12,1,1
199,49.80108203589179,9.95932446777806,39,12,1,1
200,49.80162034919828,9.959321500032791,39,12,1,1
201,49.80248487780738,9.959439843156458,96,12,1,2
202,49.801563100696235,9.958760845763864,39,12,1,1
203,49.803486903050384,9.960115230715617,96,12,1,2
204,49.80422616244676,9.959885799414094,96,12,1,2
205,49.80482904961844,9.959992418352464,96,12,1,2
206,49.80082899931634,9.956543799975211,39,12,1,1
207,49.801060597111935,9.9563441234808,39,12,1,1
208,49.80092861851917,9.956037950726286,39,11,1,1
209,49.800994963977125,9.955607580734604,39,11,1,1
210,49.80299150017196,9.955614649974823,39,12,1,1
