,id,x,y,height,environment
0,"[569379.915188299, 5518622.698275412]",9.964418794137538,49.816031628813796,5.0,urban
1,"[567636.0409041662, 5519264.879306843]",9.9402933999844,49.82200599932769,5.0,urban
2,"[567599.5875928835, 5518383.082510484]",9.939633099984418,49.81407999932759,5.0,urban
3,"[568089.6772814781, 5514321.0279642185]",9.945732601429645,49.777493931706054,5.0,urban
4,"[566324.107179152, 5515808.440995607]",9.921466788129123,49.79106811077466,5.0,urban
5,"[567641.8138061855, 5515711.743945603]",9.939754799422278,49.79005149019373,5.0,urban
6,"[570480.2395472552, 5518466.615904005]",9.979683221099473,49.81449970709894,5.0,urban
7,"[570068.7868769048, 5514818.315407036]",9.973306931541678,49.78173849020962,5.0,urban
8,"[567524.9273695025, 5514426.9137439495]",9.937907994843929,49.778509933466424,5.0,urban
9,"[569245.1646274903, 5512601.335393968]",9.961473399984332,49.76189639933865,5.0,urban
10,"[569215.4151062778, 5515907.2600636715]",9.96164860690382,49.79163045023278,5.0,urban
11,"[567890.2079146453, 5512131.033230965]",9.94258045651569,49.757821455147,5.0,urban
12,"[567696.6469019736, 5515297.642442412]",9.940444382982998,49.78632122482316,5.0,urban
13,"[567969.908029562, 5516197.153402521]",9.94439728201037,49.79437980078822,5.0,urban
14,"[567691.8105849384, 5517251.084910364]",9.940717478501478,49.803889390344615,5.0,urban
15,"[567104.5143469659, 5517420.298204742]",9.932586167112872,49.805477110256035,5.0,urban
16,"[568028.861741819, 5516711.542414241]",9.945306343528232,49.79899909818534,5.0,urban
17,"[570492.8185008669, 5511460.104432389]",9.978587933362066,49.751488132688436,5.0,urban
18,"[569652.7722144566, 5514619.530516974]",9.96749345374035,49.77999918564657,5.0,urban
19,"[567088.6930728625, 5515829.380827357]",9.932091617273546,49.79117147897888,5.0,urban
20,"[567182.3675470956, 5515169.088761691]",9.933278786812922,49.785222873044546,5.0,urban
21,"[571075.4956037208, 5517991.508706151]",9.987869073247804,49.810156835654396,5.0,urban
22,"[570578.324591123, 5515597.334142139]",9.980525099984202,49.788684599347704,5.0,urban
23,"[565307.5013372605, 5516570.941265491]",9.907472709542512,49.79803690248863,5.0,urban
24,"[567155.9371371733, 5513063.118493886]",9.932548130526037,49.76628639622203,5.0,urban
25,"[570737.4778693345, 5518947.251701701]",9.983345901835985,49.81879179456947,5.0,urban
26,"[570337.9312195239, 5517936.490005758]",9.977609379874078,49.80974896819339,5.0,urban
27,"[569634.8022294895, 5519295.229998472]",9.968082003025435,49.82205020702403,5.0,urban
28,"[565669.0571679001, 5516141.191755303]",9.912423369241592,49.79413262034851,5.0,urban
29,"[567355.0363033084, 5516369.57429207]",9.935885136988253,49.79599971271996,5.0,urban
30,"[571263.2286556672, 5516370.414568119]",9.990180533133012,49.79555604225697,5.0,urban
31,"[569838.7564970517, 5516971.1706462605]",9.970498947085574,49.80112609819836,5.0,urban
32,"[569884.7985425666, 5519343.482559685]",9.971565683538524,49.82245506578331,5.0,urban
33,"[568909.2978872721, 5517567.702637351]",9.957690679438047,49.806598204139654,5.0,urban
34,"[568689.606988467, 5516795.233217567]",9.954501296009699,49.799676488912596,5.0,urban
35,"[563316.5029755365, 5518243.268912965]",9.880083165172813,49.81328995687288,5.0,urban
36,"[570334.7290237106, 5516763.389643997]",9.977352447636306,49.79919959557229,5.0,urban
37,"[567991.179695176, 5513147.488706461]",9.94415965258504,49.766951231864184,5.0,urban
38,"[567604.8613375801, 5510711.230631137]",9.938372899977175,49.745084999292956,5.0,urban
39,"[566256.6731556555, 5519743.665822372]",9.921201491041495,49.82646577583081,5.0,urban
40,"[569016.151757924, 5516953.324972864]",9.959066332288895,49.801060765680155,5.0,urban
41,"[569572.3250858105, 5509191.110119912]",9.965406487085124,49.73118988215689,5.0,urban
42,"[569016.1939330015, 5509077.701273266]",9.957670517676434,49.73023402169823,5.0,urban
43,"[571902.5284394857, 5516526.923788009]",9.99909094587773,49.79688729803107,5.0,urban
44,"[568899.3915576575, 5513973.495985659]",9.956915942639927,49.77427619670553,5.0,urban
45,"[566924.7402624453, 5516772.324223185]",9.92997646280325,49.79966984265264,5.0,urban
46,"[566498.7915756416, 5516852.876438126]",9.924072145561787,49.80044160669571,5.0,urban
47,"[563948.9874005367, 5517234.219219941]",9.88870724863981,49.804148216508594,5.0,urban
48,"[568618.7325879363, 5515052.687102143]",9.953208943230084,49.78401364906106,5.0,urban
49,"[564578.0970725568, 5516013.28131778]",9.897246004709837,49.79310063313642,5.0,urban
50,"[568435.1178675924, 5517366.5969908]",9.951066125434851,49.80484390266665,5.0,urban
51,"[568763.7400754524, 5520795.612681243]",9.956240045832159,49.83564375208443,5.0,urban
52,"[566511.3101272864, 5516142.283148758]",9.924124445281285,49.79404971320231,5.0,urban
53,"[564923.4888354446, 5518712.349928172]",9.902495422605606,49.817336755370576,5.0,urban
54,"[572240.8511761996, 5517337.902523888]",10.003942008272881,49.80413979566131,5.0,urban
55,"[565357.6430708502, 5515907.15662353]",9.908057717439776,49.79206186896072,5.0,urban
56,"[571784.6800091327, 5516086.302125255]",9.997372303719517,49.792938887925125,5.0,urban
57,"[568911.3160144803, 5511021.477795149]",9.956559051163547,49.74772682552488,5.0,urban
58,"[568653.1193389634, 5515525.269435925]",9.953769999509063,49.78825971795546,5.0,urban
59,"[566072.1769573067, 5516701.814353572]",9.918118992924525,49.79913018836212,5.0,urban
60,"[572195.4388296548, 5516143.983724628]",10.003089157345082,49.793408364137214,5.0,urban
61,"[567612.7321469343, 5511923.0713073]",9.93869245379962,49.755982481710376,5.0,urban
62,"[566747.0516104386, 5514263.447582082]",9.927076905766182,49.77712678867949,5.0,urban
63,"[568780.7896139965, 5510689.625947203]",9.954688902721013,49.74475735994686,5.0,urban
64,"[569304.8913030793, 5511656.098235976]",9.962134362728884,49.75338884445668,5.0,urban
65,"[569372.355675464, 5515169.331602843]",9.963697063479092,49.78497606533107,5.0,urban
66,"[569868.5978564192, 5509462.964744191]",9.969565743331533,49.733600388603946,5.0,urban
67,"[569543.9407369056, 5508015.094611702]",9.964803032933142,49.72061701608963,5.0,urban
68,"[568631.5652501598, 5516028.324037942]",9.953559422363456,49.792786219016904,5.0,urban
69,"[569514.1240236221, 5515936.861738169]",9.96580341024836,49.79186215043779,5.0,urban
70,"[569204.4424527609, 5516662.471492408]",9.961630670245462,49.79842341087172,5.0,urban
71,"[569624.7682597823, 5518879.730758251]",9.967867981738408,49.81831476687975,5.0,urban
72,"[563263.6994751303, 5516641.939114263]",9.879088449403651,49.798894294956305,5.0,urban
73,"[563940.0645937574, 5516245.787586106]",9.888420587208746,49.79525992164015,5.0,urban
74,"[567659.3983436376, 5516359.649233483]",9.940111860283173,49.79587622771274,5.0,urban
75,"[566599.3428185335, 5515422.617907715]",9.925224118100346,49.78756785616722,5.0,urban
76,"[568873.0132103349, 5514487.023184303]",9.956640556749749,49.77889744695951,5.0,urban
77,"[565156.4955731122, 5516037.061896514]",9.905285186823086,49.79325200327042,5.0,urban
78,"[567439.948933924, 5514645.017433695]",9.936765645094884,49.780480929221376,5.0,urban
