,id,x,y,height,environment
0,"[568418.2844614673, 5517311.493246709]",9.950822513156963,49.804350267573845,5.0,urban
1,"[568973.8415301329, 5515471.539443813]",9.95821547374635,49.78773976241773,5.0,urban
2,"[567121.7275210172, 5515481.650338974]",9.932490471663783,49.788040580786046,5.0,urban
3,"[570088.8539266366, 5517234.475926556]",9.974021350122495,49.80346486496356,5.0,urban
4,"[567556.0539592047, 5512615.044673487]",9.93802573293152,49.76221192438922,5.0,urban
5,"[569188.0530103953, 5516397.878384743]",9.961355850491218,49.79604578738808,5.0,urban
6,"[569383.8909969127, 5510247.939564347]",9.962980177961137,49.74071591371283,5.0,urban
7,"[566037.408166531, 5516371.109329676]",9.91757971573835,49.79615991347477,5.0,urban
8,"[569598.8383120148, 5519332.697742049]",9.967588818777845,49.82239133075924,5.0,urban
9,"[568079.3970500015, 5516601.551118852]",9.94598919136742,49.79800420137108,5.0,urban
10,"[564623.9001965537, 5516996.6573300315]",9.898045863862238,49.80193946406043,5.0,urban
11,"[568061.4164491543, 5513637.058522268]",9.945220475249444,49.77134607427253,5.0,urban
12,"[566256.6731556555, 5519743.665822372]",9.921201491041495,49.82646577583081,5.0,urban
13,"[571923.3902972611, 5516474.205033208]",9.999371018368894,49.7964106990007,5.0,urban
14,"[569342.7127901017, 5508786.36305803]",9.962148835093064,49.727576415278506,5.0,urban
15,"[564860.6311041781, 5516053.641159991]",9.901177747308006,49.79343314223267,5.0,urban
