,id,x,y,height,environment
0,"[568412.6134108064, 5517145.479930685]",9.950714473059893,49.80285793638891,5.0,urban
1,"[568998.5945552777, 5515495.672918347]",9.958563586272723,49.78795395396697,5.0,urban
2,"[567012.915055662, 5515537.688090251]",9.930988662109739,49.78855669271216,5.0,urban
3,"[570324.2424829092, 5516978.269441352]",9.977245648520226,49.801133250219685,5.0,urban
4,"[568986.2039581367, 5511205.506028365]",9.957631002741346,49.74937323918907,5.0,urban
5,"[571973.952373632, 5516389.788633351]",10.000057826741589,49.795645482147826,5.0,urban
6,"[565641.6701410958, 5516256.327498261]",9.912062345289417,49.79517105806743,5.0,urban
7,"[567266.2329896999, 5512940.323153469]",9.934058297638249,49.76516973428082,5.0,urban
8,"[569776.4845348785, 5519129.897274399]",9.970021681215906,49.820546895981735,5.0,urban
9,"[563939.2701420422, 5516583.400472528]",9.888465104482297,49.79829625615418,5.0,urban
10,"[568155.761912205, 5520548.731483756]",9.94774323286413,49.83349296222633,5.0,urban
11,"[569580.676512302, 5509120.651558249]",9.965509786144588,49.73055526883574,5.0,urban
12,"[569030.1520236724, 5520886.842245523]",9.95996050911168,49.83643356466669,5.0,urban
13,"[572374.7215118355, 5517816.43567436]",10.005891299987297,49.80842709938636,5.0,urban
14,"[568651.7071032528, 5513744.340525249]",9.95343602335516,49.7722437201704,5.0,urban
