,lon,lat,BestGW,SF,NumberOfSensors,NumGWs
0,49.81608239933839,9.963393299984267,"[568996.494202811, 5518236.630504349]",7,1,2
1,49.82200599932769,9.9402933999844,"[567617.8142485248, 5518823.980908664]",7,1,2
2,49.81407999932759,9.939633099984418,"[567617.8142485248, 5518823.980908664]",7,1,2
3,49.775813599332544,9.949010499984388,"[568845.3582255475, 5514255.006744753]",7,1,4
4,49.791381599318896,9.916864799984625,"[565704.7600857733, 5516280.3349776715]",7,1,5
5,49.793088999329875,9.94386099998442,"[568413.5189270765, 5515707.335998061]",7,1,7
6,49.812094599345535,9.977387799984196,"[569789.877388546, 5519018.0997659275]",8,1,1
7,49.81179079934537,9.977066999984194,"[570627.708447664, 5517237.091677937]",8,1,2
8,49.78124819934406,9.97324479998425,"[569772.5759840119, 5514875.362869165]",7,1,4
9,49.78124809934414,9.973391999984242,"[569772.5759840119, 5514875.362869165]",7,1,4
10,49.78124829934405,9.973212799984251,"[569772.5759840119, 5514875.362869165]",7,1,4
11,49.78124929934384,9.972785699984245,"[569772.5759840119, 5514875.362869165]",7,1,4
12,49.78122949934416,9.973435199984257,"[569772.5759840119, 5514875.362869165]",7,1,4
13,49.78124809934411,9.973314199984236,"[569772.5759840119, 5514875.362869165]",7,1,4
14,49.78124899934391,9.97291689998425,"[569772.5759840119, 5514875.362869165]",7,1,4
15,49.78122629934387,9.972860299984244,"[569772.5759840119, 5514875.362869165]",7,1,4
16,49.78124919934385,9.97282219998425,"[569772.5759840119, 5514875.362869165]",7,1,4
17,49.78122869934398,9.973051699984254,"[569772.5759840119, 5514875.362869165]",7,1,4
18,49.7812299993441,9.97332109998424,"[569772.5759840119, 5514875.362869165]",7,1,4
19,49.78123039934406,9.97323069998425,"[569772.5759840119, 5514875.362869165]",7,1,4
20,49.78124819934409,9.973280299984252,"[569772.5759840119, 5514875.362869165]",7,1,4
21,49.78124879934394,9.973003899984239,"[569772.5759840119, 5514875.362869165]",7,1,4
22,49.78124859934398,9.973077999984248,"[569772.5759840119, 5514875.362869165]",7,1,4
23,49.781227499343935,9.97298269998426,"[569772.5759840119, 5514875.362869165]",7,1,4
24,49.781230699344036,9.973169999984256,"[569772.5759840119, 5514875.362869165]",7,1,4
25,49.78124909934388,9.97286599998425,"[569772.5759840119, 5514875.362869165]",7,1,4
26,49.7812265993439,9.972933299984254,"[569772.5759840119, 5514875.362869165]",7,1,4
27,49.78124839934403,9.973178399984253,"[569772.5759840119, 5514875.362869165]",7,1,4
28,49.78122979934412,9.973369399984245,"[569772.5759840119, 5514875.362869165]",7,1,4
29,49.77954259932781,9.938435199984461,"[567602.9487246005, 5514905.670257414]",7,1,3
30,49.76189639933865,9.961473399984332,"[568167.812897167, 5512651.97549233]",8,1,5
31,49.79284989932644,9.93582719998448,"[566753.3930434474, 5516189.588382623]",7,1,4
32,49.791544299339876,9.96532379998428,"[568885.1600748072, 5516381.1800772855]",7,1,3
33,49.761565199330875,9.944548599984426,"[568167.812897167, 5512651.97549233]",7,1,4
34,49.779567399327895,9.938595699984473,"[567602.9487246005, 5514905.670257414]",7,1,3
35,49.788722899328675,9.940904799984441,"[567602.9487246005, 5514905.670257414]",7,1,3
36,49.78865699932869,9.940890199984423,"[567602.9487246005, 5514905.670257414]",7,1,3
37,49.788693899328976,9.94157829998442,"[568413.5189270765, 5515707.335998061]",7,1,4
38,49.78911449932898,9.941614699984425,"[568413.5189270765, 5515707.335998061]",7,1,4
39,49.788134599328686,9.940874699984427,"[567602.9487246005, 5514905.670257414]",7,1,3
40,49.78827389932869,9.940909699984438,"[567602.9487246005, 5514905.670257414]",7,1,3
41,49.78597309932823,9.939704799984455,"[567602.9487246005, 5514905.670257414]",7,1,3
42,49.791289399330616,9.945480499984399,"[568413.5189270765, 5515707.335998061]",7,1,5
43,49.79248239933188,9.948384199984387,"[568413.5189270765, 5515707.335998061]",7,1,5
44,49.79255389933184,9.948244199984392,"[568413.5189270765, 5515707.335998061]",7,1,5
45,49.79262329933129,9.947035899984382,"[568413.5189270765, 5515707.335998061]",7,1,5
46,49.7925811993312,9.946853599984381,"[568413.5189270765, 5515707.335998061]",7,1,5
47,49.79293969933106,9.946520599984387,"[568413.5189270765, 5515707.335998061]",7,1,5
48,49.79307839933106,9.94653629998438,"[568413.5189270765, 5515707.335998061]",7,1,5
49,49.79280009933168,9.947899699984392,"[568413.5189270765, 5515707.335998061]",7,1,5
50,49.79292099933173,9.947999299984389,"[568413.5189270765, 5515707.335998061]",7,1,5
51,49.80728999932903,9.942591899984418,"[567722.1073712003, 5517015.832162897]",7,1,3
